Position,NAME,TEAM,GOALS SCORED,GAMES,GOALS PER MATCH,Assists_Position,ASSISTS,ASSISTS PER MATCH,Pass_Position,Completed Pass,Total Pass,Pass_Completion_Rate,Goals_Per_90,Assists_Scaled
145,GERMÁN PEZZELLA,REAL BETIS,1,28,0.04,239,0,0.0,28,1122,1307,85.84544758990053,3.214285714285714,-0.5650052570227949
95,GUIDO RODRÍGUEZ,REAL BETIS,2,18,0.11,239,0,0.0,124,662,762,86.8766404199475,10.0,-0.5650052570227949
250,GUILHERME SOUSA CARVALHO FERNANDES,REAL BETIS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,HÉCTOR BELLERÍN,REAL BETIS,0,19,0.0,239,0,0.0,157,536,676,79.28994082840237,0.0,-0.5650052570227949
145,JOHNNY CARDOSO,REAL BETIS,1,9,0.11,74,2,0.22,300,278,332,83.73493975903614,10.0,2.8346844946357317
250,JUAN CRUZ,REAL BETIS,0,5,0.0,239,0,0.0,517,15,20,75.0,0.0,-0.5650052570227949
250,JUAN MIRANDA,REAL BETIS,0,18,0.0,137,1,0.06,182,521,627,83.09409888357257,0.0,0.36218285706589404
250,LUIZ FELIPE RAMOS MARCHI,REAL BETIS,0,4,0.0,239,0,0.0,385,151,167,90.41916167664671,0.0,-0.5650052570227949
250,LUIZ HENRIQUE ANDRÉ ROSA DA SILVA,REAL BETIS,0,14,0.0,46,3,0.21,368,138,185,74.5945945945946,0.0,2.6801531422876166
250,MARC BARTRA,REAL BETIS,0,3,0.0,239,0,0.0,420,101,116,87.06896551724138,0.0,-0.5650052570227949
95,MARC ROCA,REAL BETIS,2,24,0.08,74,2,0.08,47,915,1080,84.72222222222221,7.5,0.6712455617621238
250,NABIL FEKIR,REAL BETIS,0,12,0.0,74,2,0.17,287,301,354,85.02824858757062,0.0,2.0620277328951575
250,NOBEL MENDY,REAL BETIS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,PABLO BUSTO,REAL BETIS,0,2,0.0,239,0,0.0,515,16,21,76.19047619047619,0.0,-0.5650052570227949
145,PABLO FORNALS,REAL BETIS,1,8,0.13,74,2,0.25,285,276,359,76.88022284122563,11.25,3.298278551680076
250,PAUL AKOUOKOU,REAL BETIS,0,2,0.0,239,0,0.0,519,16,17,94.11764705882352,0.0,-0.5650052570227949
250,RICARDO VISUS,REAL BETIS,0,2,0.0,239,0,0.0,499,26,34,76.47058823529412,0.0,-0.5650052570227949
250,RODRIGO SÁNCHEZ RODRÍGUEZ,REAL BETIS,0,22,0.0,239,0,0.0,258,356,422,84.36018957345972,0.0,-0.5650052570227949
250,RUI TIAGO DANTAS DA SILVA,REAL BETIS,0,21,0.0,239,0,0.0,168,430,645,66.66666666666666,0.0,-0.5650052570227949
145,SERGI ALTIMIRA,REAL BETIS,1,12,0.08,239,0,0.0,329,243,268,90.67164179104478,7.5,-0.5650052570227949
250,SOKRATIS PAPASTATHOPOULOS,REAL BETIS,0,10,0.0,239,0,0.0,280,325,366,88.79781420765028,0.0,-0.5650052570227949
145,WILLIAM SILVA DE CARVALHO,REAL BETIS,1,17,0.06,46,3,0.18,225,443,502,88.24701195219123,5.294117647058823,2.216559085243272
12,WILLIAN JOSÉ DA SILVA,REAL BETIS,10,26,0.38,46,3,0.12,255,342,433,78.9838337182448,34.61538461538462,1.289370971154583
250,XAVIER PLEGUEZUELO,REAL BETIS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,YOUSSOUF SABALY,REAL BETIS,0,6,0.0,137,1,0.17,320,248,284,87.32394366197182,0.0,2.0620277328951575
250,ANDRIY LUNIN,REAL MADRID,0,18,0.0,239,0,0.0,232,405,474,85.44303797468355,0.0,-0.5650052570227949
145,ANTONIO RÜDIGER,REAL MADRID,1,26,0.04,239,0,0.0,16,1355,1506,89.9734395750332,3.4615384615384617,-0.5650052570227949
145,ARDA GÜLER,REAL MADRID,1,5,0.2,239,0,0.0,502,28,31,90.32258064516128,18.0,-0.5650052570227949
95,AURÉLIEN TCHOUAMÉNI,REAL MADRID,2,24,0.08,137,1,0.04,27,1212,1315,92.16730038022814,7.5,0.053120152369664414
38,BRAHIM DÍAZ,REAL MADRID,5,25,0.2,46,3,0.12,213,466,538,86.61710037174721,18.0,1.289370971154583
47,DANI CARVAJAL,REAL MADRID,4,23,0.17,74,2,0.09,49,931,1063,87.58231420507995,15.652173913043478,0.8257769141102386
250,DANI CEBALLOS,REAL MADRID,0,14,0.0,137,1,0.07,362,173,196,88.26530612244898,0.0,0.516714209414009
250,DAVID ALABA,REAL MADRID,0,14,0.0,137,1,0.07,90,803,878,91.45785876993166,0.0,0.516714209414009
250,DIEGO PIÑEIRO,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,EDGAR PUJOL,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,EDUARDO CAMAVINGA,REAL MADRID,0,23,0.0,137,1,0.04,66,875,962,90.95634095634095,0.0,0.053120152369664414
145,FEDERICO VALVERDE,REAL MADRID,1,30,0.03,4,7,0.23,8,1617,1775,91.09859154929578,3.0,2.989215846983847
250,FERLAND MENDY,REAL MADRID,0,20,0.0,239,0,0.0,64,916,972,94.23868312757202,0.0,-0.5650052570227949
250,FRAN GARCÍA,REAL MADRID,0,20,0.0,26,4,0.2,191,531,598,88.79598662207357,0.0,2.5256217899395024
250,FRANCISCO JAVIER GONZÁLEZ PÉREZ,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,GONZALO GARCÍA,REAL MADRID,0,2,0.0,239,0,0.0,538,4,7,57.14285714285714,0.0,-0.5650052570227949
250,JACOBO RAMÓN,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,JOSÉ IGNACIO FERNÁNDEZ IGLESIAS,REAL MADRID,0,22,0.0,239,0,0.0,83,835,905,92.26519337016575,0.0,-0.5650052570227949
20,JOSÉ LUIS SANMARTÍN MATO,REAL MADRID,8,28,0.29,74,2,0.07,327,204,271,75.27675276752768,25.71428571428571,0.516714209414009
1,JUDE BELLINGHAM,REAL MADRID,16,23,0.7,26,4,0.17,36,1093,1224,89.29738562091504,62.608695652173914,2.0620277328951575
250,KEPA ARRIZABALAGA REVUELTA,REAL MADRID,0,12,0.0,239,0,0.0,292,289,347,83.28530259365994,0.0,-0.5650052570227949
250,LUCAS CAÑIZARES,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,LUCAS VÁZQUEZ,REAL MADRID,1,23,0.04,46,3,0.13,155,612,686,89.21282798833819,3.9130434782608696,1.4439023235026982
95,LUKA MODRIC,REAL MADRID,2,25,0.08,26,4,0.16,54,943,1042,90.49904030710174,7.2,1.9074963805470426
250,MARIO DE LUIS,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,MARIO MARTÍN,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,NICO PAZ,REAL MADRID,0,4,0.0,239,0,0.0,512,18,23,78.26086956521739,0.0,-0.5650052570227949
12,RODRYGO SILVA DE GOES,REAL MADRID,10,30,0.33,14,5,0.17,99,753,841,89.53626634958383,30.0,2.0620277328951575
250,THÉO ZIDANE,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,TONI KROOS,REAL MADRID,1,29,0.03,4,7,0.24,3,1959,2074,94.45515911282546,3.103448275862069,3.1437471993319615
250,VINÍCIUS AUGUSTO TOBIAS DA SILVA,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
9,VINÍCIUS JOSÉ PAIXÃO DE OLIVEIRA JÚNIOR,REAL MADRID,12,20,0.6,26,4,0.2,226,391,500,78.2,54.0,2.5256217899395024
250,ÁLVARO CARRILLO,REAL MADRID,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ÁLVARO RODRÍGUEZ,REAL MADRID,0,1,0.0,239,0,0.0,566,0,0,78.37037287110228,0.0,-0.5650052570227949
250,ÉDER GABRIEL MILITÃO,REAL MADRID,0,2,0.0,239,0,0.0,497,35,36,97.22222222222221,0.0,-0.5650052570227949
250,AIHEN MUÑOZ,REAL SOCIEDAD,0,21,0.0,74,2,0.1,223,391,506,77.27272727272727,0.0,0.9803082664583537
250,AITOR FRAGA,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ALBERTO DADIE,REAL SOCIEDAD,0,1,0.0,239,0,0.0,543,3,6,50.0,0.0,-0.5650052570227949
66,ANDER BARRENETXEA,REAL SOCIEDAD,3,21,0.14,137,1,0.05,274,270,380,71.05263157894737,12.857142857142856,0.2076515047177793
95,ANDRÉ MIGUEL VALENTE DA SILVA,REAL SOCIEDAD,2,14,0.14,239,0,0.0,413,100,122,81.9672131147541,12.857142857142856,-0.5650052570227949
250,ARITZ ELUSTONDO,REAL SOCIEDAD,0,9,0.0,137,1,0.11,333,227,257,88.32684824902724,0.0,1.1348396188064682
145,ARSEN ZAKHARYAN,REAL SOCIEDAD,1,21,0.05,74,2,0.1,306,237,319,74.29467084639498,4.285714285714286,0.9803082664583537
250,BEÑAT TURRIENTES,REAL SOCIEDAD,0,21,0.0,137,1,0.05,270,329,388,84.79381443298969,0.0,0.2076515047177793
47,BRAIS MÉNDEZ,REAL SOCIEDAD,4,27,0.15,14,5,0.19,69,759,946,80.23255813953489,13.333333333333332,2.3710904375913873
250,BRYAN FIABEMA,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
95,CARLOS FERNÁNDEZ,REAL SOCIEDAD,2,10,0.2,137,1,0.1,448,44,82,53.65853658536586,18.0,0.9803082664583537
250,GAIZKA AYESA,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,HAMARI TRAORÉ,REAL SOCIEDAD,0,25,0.0,74,2,0.08,57,874,1030,84.85436893203884,0.0,0.6712455617621238
250,IGOR ZUBELDIA,REAL SOCIEDAD,0,28,0.0,74,2,0.07,10,1372,1624,84.48275862068965,0.0,0.516714209414009
250,IÑAKI RUPÉREZ,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,JAVI GALÁN,REAL SOCIEDAD,0,14,0.0,239,0,0.0,284,297,363,81.81818181818183,0.0,-0.5650052570227949
250,JON ARAMBURU,REAL SOCIEDAD,0,6,0.0,239,0,0.0,357,175,209,83.73205741626795,0.0,-0.5650052570227949
250,JON MAGUNAZELAIA,REAL SOCIEDAD,0,5,0.0,239,0,0.0,489,30,42,71.42857142857143,0.0,-0.5650052570227949
250,JON MARTÍN,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,JON OLASAGASTI,REAL SOCIEDAD,0,12,0.0,239,0,0.0,393,116,153,75.81699346405229,0.0,-0.5650052570227949
145,JON PACHECO,REAL SOCIEDAD,1,16,0.06,137,1,0.06,132,646,744,86.82795698924731,5.625,0.36218285706589404
250,KIERAN TIERNEY,REAL SOCIEDAD,0,15,0.0,74,2,0.13,203,441,557,79.17414721723519,0.0,1.4439023235026982
47,MARTÍN ZUBIMENDI,REAL SOCIEDAD,4,29,0.14,137,1,0.03,21,1230,1426,86.25525946704067,12.413793103448276,-0.10141119997845045
47,MIKEL MERINO,REAL SOCIEDAD,4,25,0.16,46,3,0.12,56,790,1031,76.62463627546072,14.4,1.289370971154583
20,MIKEL OYARZABAL,REAL SOCIEDAD,8,25,0.32,74,2,0.08,276,292,378,77.24867724867724,28.8,0.6712455617621238
250,MOHAMED-ALI CHO,REAL SOCIEDAD,0,11,0.0,239,0,0.0,477,37,55,67.27272727272727,0.0,-0.5650052570227949
250,PABLO MARÍN,REAL SOCIEDAD,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
95,ROBIN LE NORMAND,REAL SOCIEDAD,2,23,0.09,239,0,0.0,23,1215,1369,88.7509130752374,7.826086956521739,-0.5650052570227949
250,SHERALDO BECKER,REAL SOCIEDAD,0,7,0.0,239,0,0.0,445,61,83,73.49397590361446,0.0,-0.5650052570227949
24,TAKEFUSA KUBO,REAL SOCIEDAD,7,23,0.3,46,3,0.13,204,449,556,80.75539568345323,27.39130434782609,1.4439023235026982
66,UMAR SADIQ,REAL SOCIEDAD,3,25,0.12,137,1,0.04,375,128,178,71.91011235955057,10.799999999999999,0.053120152369664414
250,UNAI MARRERO,REAL SOCIEDAD,0,2,0.0,239,0,0.0,492,23,40,57.49999999999999,0.0,-0.5650052570227949
250,URKO GONZÁLEZ,REAL SOCIEDAD,0,4,0.0,239,0,0.0,442,67,85,78.82352941176471,0.0,-0.5650052570227949
250,ÁLEX REMIRO,REAL SOCIEDAD,0,29,0.0,239,0,0.0,87,667,882,75.62358276643991,0.0,-0.5650052570227949
250,ÁLVARO ODRIOZOLA,REAL SOCIEDAD,0,4,0.0,239,0,0.0,487,39,44,88.63636363636364,0.0,-0.5650052570227949
250,ADNAN JANUZAJ,SEVILLA FC,0,8,0.0,239,0,0.0,453,64,77,83.11688311688312,0.0,-0.5650052570227949
145,ADRIÀ PEDROSA,SEVILLA FC,1,26,0.04,26,4,0.15,201,437,560,78.03571428571429,3.4615384615384617,1.7529650281989277
250,ALBERTO FLORES,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ALEJANDRO DARÍO GÓMEZ VILLAVERDE,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,ALEJO VÉLIZ,SEVILLA FC,0,3,0.0,239,0,0.0,543,4,6,66.66666666666666,0.0,-0.5650052570227949
250,BOUBAKARY SOUMARÉ,SEVILLA FC,0,21,0.0,239,0,0.0,78,835,926,90.17278617710583,0.0,-0.5650052570227949
250,DARÍO BENAVIDES,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,DIEGO HORMIGO,SEVILLA FC,0,1,0.0,239,0,0.0,532,6,9,66.66666666666666,0.0,-0.5650052570227949
145,DJIBRIL SOW,SEVILLA FC,1,24,0.04,137,1,0.04,158,579,675,85.77777777777777,3.75,0.053120152369664414
66,DODI LUKÉBAKIO,SEVILLA FC,3,15,0.2,137,1,0.07,342,203,244,83.19672131147541,18.0,0.516714209414009
250,FEDERICO GATTONI,SEVILLA FC,0,2,0.0,239,0,0.0,533,6,8,75.0,0.0,-0.5650052570227949
250,FERNANDO FRANCISCO REGES,SEVILLA FC,0,8,0.0,239,0,0.0,347,206,236,87.28813559322035,0.0,-0.5650052570227949
250,GONZALO MONTIEL,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,HANNIBAL MEJBRI,SEVILLA FC,0,4,0.0,239,0,0.0,494,33,39,84.61538461538461,0.0,-0.5650052570227949
250,IBRAHIMA SOW,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
66,ISAAC ROMERO,SEVILLA FC,3,11,0.27,26,4,0.36,377,132,176,75.0,24.545454545454543,4.99812342750934
95,IVAN RAKITIC,SEVILLA FC,2,18,0.11,137,1,0.06,73,762,936,81.41025641025641,10.0,0.36218285706589404
250,JESÚS CORONA,SEVILLA FC,0,2,0.0,239,0,0.0,528,9,12,75.0,0.0,-0.5650052570227949
145,JESÚS JOAQUÍN FERNÁNDEZ SÁENZ DE LA TORRE,SEVILLA FC,1,24,0.04,46,3,0.13,176,540,635,85.03937007874016,3.75,1.4439023235026982
250,JESÚS NAVAS,SEVILLA FC,0,22,0.0,239,0,0.0,133,563,733,76.80763983628923,0.0,-0.5650052570227949
250,JOAN JORDÁN,SEVILLA FC,0,6,0.0,239,0,0.0,348,199,227,87.66519823788546,0.0,-0.5650052570227949
250,JUANLU SÁNCHEZ,SEVILLA FC,0,21,0.0,74,2,0.1,238,389,469,82.94243070362474,0.0,0.9803082664583537
95,KIKE SALAS,SEVILLA FC,2,16,0.13,239,0,0.0,162,517,664,77.86144578313254,11.25,-0.5650052570227949
250,LOÏC BADÉ,SEVILLA FC,0,21,0.0,137,1,0.05,74,759,934,81.26338329764454,0.0,0.2076515047177793
47,LUCAS OCAMPOS,SEVILLA FC,4,27,0.15,74,2,0.07,135,525,731,71.81942544459645,13.333333333333332,0.516714209414009
250,LUCIEN AGOUMÉ,SEVILLA FC,0,4,0.0,239,0,0.0,440,68,88,77.27272727272727,0.0,-0.5650052570227949
250,LUIS DASILVA RODRÍGUEZ,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,MANU BUENO,SEVILLA FC,0,2,0.0,239,0,0.0,522,13,15,86.66666666666667,0.0,-0.5650052570227949
250,MARCOS ACUÑA,SEVILLA FC,0,15,0.0,137,1,0.07,242,369,453,81.45695364238411,0.0,0.516714209414009
250,MARCOS DO NASCIMENTO TEIXEIRA,SEVILLA FC,0,6,0.0,239,0,0.0,371,164,181,90.60773480662984,0.0,-0.5650052570227949
250,MARIANO DÍAZ,SEVILLA FC,0,6,0.0,239,0,0.0,489,28,42,66.66666666666666,0.0,-0.5650052570227949
250,MARKO DMITROVIC,SEVILLA FC,0,13,0.0,239,0,0.0,303,222,323,68.73065015479877,0.0,-0.5650052570227949
250,MATÍAS ÁRBOL,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,MIGUEL JIMÉNEZ CAPITAS,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,NEMANJA GUDELJ,SEVILLA FC,1,19,0.05,239,0,0.0,77,802,930,86.23655913978494,4.7368421052631575,-0.5650052570227949
95,RAFA MIR,SEVILLA FC,2,15,0.13,239,0,0.0,442,60,85,70.58823529411765,12.0,-0.5650052570227949
250,RAFAEL ROMERO,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
66,SERGIO RAMOS,SEVILLA FC,3,20,0.15,239,0,0.0,48,948,1074,88.26815642458101,13.5,-0.5650052570227949
250,STANIS IDUMBO MUZAMBO,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,TANGUY NIANZOU,SEVILLA FC,0,6,0.0,239,0,0.0,416,105,119,88.23529411764706,0.0,-0.5650052570227949
250,XAVI SINTES,SEVILLA FC,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,YASSINE BOUNOU,SEVILLA FC,0,1,0.0,239,0,0.0,508,16,27,59.25925925925925,0.0,-0.5650052570227949
12,YOUSSEF EN-NESYRI,SEVILLA FC,10,25,0.4,137,1,0.04,354,140,221,63.348416289592755,36.0,0.053120152369664414
95,ÉRIK LAMELA,SEVILLA FC,2,10,0.2,239,0,0.0,413,106,122,86.88524590163934,18.0,-0.5650052570227949
250,ÓLIVER TORRES,SEVILLA FC,0,25,0.0,137,1,0.04,131,621,747,83.13253012048193,0.0,0.053120152369664414
250,ØRJAN NYLAND,SEVILLA FC,0,16,0.0,239,0,0.0,254,229,435,52.643678160919535,0.0,-0.5650052570227949
145,ADRI EMBARBA,UD ALMERÍA,1,28,0.04,239,0,0.0,197,426,574,74.21602787456446,3.214285714285714,-0.5650052570227949
250,ALEKSANDAR RADOVANOVIC,UD ALMERÍA,0,7,0.0,239,0,0.0,382,159,170,93.52941176470588,0.0,-0.5650052570227949
250,ANTHONY LOZANO,UD ALMERÍA,0,12,0.0,239,0,0.0,445,58,83,69.87951807228916,0.0,-0.5650052570227949
250,ARNAU PUIGMAL,UD ALMERÍA,0,11,0.0,239,0,0.0,459,57,74,77.02702702702703,0.0,-0.5650052570227949
250,ARVIN APPIAH,UD ALMERÍA,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,BRUNO ALBERTO LANGA,UD ALMERÍA,0,5,0.0,239,0,0.0,423,77,110,70.0,0.0,-0.5650052570227949
250,BRUNO IRIBARNE,UD ALMERÍA,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,CÉSAR MONTES,UD ALMERÍA,0,16,0.0,239,0,0.0,134,559,732,76.36612021857924,0.0,-0.5650052570227949
250,DIEGO MARIÑO,UD ALMERÍA,0,1,0.0,239,0,0.0,515,17,21,80.95238095238095,0.0,-0.5650052570227949
250,DION LOPY,UD ALMERÍA,0,27,0.0,239,0,0.0,121,653,777,84.04118404118404,0.0,-0.5650052570227949
95,EDGAR GONZÁLEZ,UD ALMERÍA,2,25,0.08,239,0,0.0,44,932,1092,85.34798534798534,7.2,-0.5650052570227949
250,FERNANDO MARTÍNEZ,UD ALMERÍA,0,2,0.0,239,0,0.0,461,40,69,57.971014492753625,0.0,-0.5650052570227949
250,GONZALO MELERO,UD ALMERÍA,0,23,0.0,137,1,0.04,275,314,379,82.84960422163589,0.0,0.053120152369664414
250,GUILHERME BORGES GUEDES,UD ALMERÍA,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,HOUBOULANG MENDES,UD ALMERÍA,0,7,0.0,239,0,0.0,419,87,118,73.72881355932203,0.0,-0.5650052570227949
250,IBRAHIMA KONÉ,UD ALMERÍA,0,8,0.0,239,0,0.0,483,33,49,67.3469387755102,0.0,-0.5650052570227949
250,IDDRISU BABA,UD ALMERÍA,0,23,0.0,239,0,0.0,173,533,638,83.5423197492163,0.0,-0.5650052570227949
95,JONATHAN VIERA,UD ALMERÍA,2,15,0.13,46,3,0.2,145,629,703,89.47368421052632,12.0,2.5256217899395024
250,JUAN BRANDÁRIZ MOVILLA,UD ALMERÍA,0,23,0.0,137,1,0.04,109,704,812,86.69950738916256,0.0,0.053120152369664414
145,KAIKY FERNANDES MELO,UD ALMERÍA,1,8,0.13,239,0,0.0,331,216,261,82.75862068965517,11.25,-0.5650052570227949
66,LARGIE RAMAZANI,UD ALMERÍA,3,27,0.11,14,5,0.19,317,185,289,64.01384083044984,10.0,2.3710904375913873
38,LEONARDO MICALI CARRILHO BAPTISTÃO,UD ALMERÍA,5,24,0.21,239,0,0.0,291,220,348,63.2183908045977,18.75,-0.5650052570227949
250,LUCAS ROBERTONE,UD ALMERÍA,0,26,0.0,14,5,0.19,67,787,960,81.97916666666667,0.0,2.3710904375913873
47,LUIS SUÁREZ,UD ALMERÍA,4,10,0.4,239,0,0.0,398,112,143,78.32167832167832,36.0,-0.5650052570227949
95,LUKA ROMERO,UD ALMERÍA,2,6,0.33,239,0,0.0,456,70,76,92.10526315789474,30.0,-0.5650052570227949
250,LUÍS MANUEL ARANTES MAXIMIANO,UD ALMERÍA,0,27,0.0,239,0,0.0,84,550,904,60.84070796460177,0.0,-0.5650052570227949
250,LÁZARO VINÍCIUS MARQUES,UD ALMERÍA,0,14,0.0,239,0,0.0,444,65,84,77.38095238095238,0.0,-0.5650052570227949
145,MARC PUBILL,UD ALMERÍA,1,16,0.06,137,1,0.06,233,362,473,76.53276955602537,5.625,0.36218285706589404
250,MARCIANO SANCA TCHAMI,UD ALMERÍA,0,6,0.0,239,0,0.0,512,14,23,60.86956521739131,0.0,-0.5650052570227949
250,MARCOS PEÑA,UD ALMERÍA,0,2,0.0,239,0,0.0,481,44,50,88.0,0.0,-0.5650052570227949
145,MARKO MILOVANOVIC,UD ALMERÍA,1,11,0.09,239,0,0.0,464,43,67,64.17910447761194,8.181818181818182,-0.5650052570227949
250,MARTIN SVIDERSKY,UD ALMERÍA,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,PACO SANZ,UD ALMERÍA,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
250,RACHAD FETTAL,UD ALMERÍA,0,1,0.0,239,0,0.0,547,4,5,80.0,0.0,-0.5650052570227949
95,SERGIO AKIEME,UD ALMERÍA,2,19,0.11,239,0,0.0,193,474,594,79.7979797979798,9.473684210526315,-0.5650052570227949
27,SERGIO ARRIBAS,UD ALMERÍA,6,29,0.21,46,3,0.1,207,453,550,82.36363636363636,18.620689655172413,0.9803082664583537
250,SRDJAN BABIC,UD ALMERÍA,0,1,0.0,239,0,0.0,470,58,62,93.54838709677419,0.0,-0.5650052570227949
250,ÁLEX CENTELLES,UD ALMERÍA,0,10,0.0,137,1,0.1,305,237,321,73.83177570093457,0.0,0.9803082664583537
250,ÁLEX POZO,UD ALMERÍA,0,17,0.0,239,0,0.0,271,297,385,77.14285714285715,0.0,-0.5650052570227949
250,AARÓN ESCANDELL,UD LAS PALMAS,0,1,0.0,239,0,0.0,502,16,31,51.61290322580645,0.0,-0.5650052570227949
95,ALBERTO MOLEIRO,UD LAS PALMAS,2,20,0.1,46,3,0.15,248,361,450,80.22222222222221,9.0,1.7529650281989277
250,ALEJANDRO GONZÁLEZ GORRIN,UD LAS PALMAS,0,0,0.0,239,0,0.0,566,0,0,78.37037287110228,5.637926011855362,-0.5650052570227949
145,BENITO RAMÍREZ,UD LAS PALMAS,1,15,0.07,239,0,0.0,431,77,98,78.57142857142857,6.0,-0.5650052570227949
145,CRISTIAN HERRERA,UD LAS PALMAS,1,7,0.14,239,0,0.0,437,84,91,92.3076923076923,12.857142857142856,-0.5650052570227949
250,DALEY SINKGRAVEN,UD LAS PALMAS,0,7,0.0,239,0,0.0,385,146,167,87.42514970059881,0.0,-0.5650052570227949
250,ENZO LOIODICE,UD LAS PALMAS,0,29,0.0,239,0,0.0,80,766,917,83.53326063249727,0.0,-0.5650052570227949
250,ERIC CURBELO,UD LAS PALMAS,0,1,0.0,239,0,0.0,478,51,53,96.22641509433963,0.0,-0.5650052570227949
250,FABIO GONZÁLEZ,UD LAS PALMAS,0,2,0.0,239,0,0.0,538,7,7,100.0,0.0,-0.5650052570227949
95,FRANCISCO JESÚS CRESPO,UD LAS PALMAS,2,15,0.13,239,0,0.0,374,144,179,80.44692737430168,12.0,-0.5650052570227949
250,IÑAKI GONZÁLEZ,UD LAS PALMAS,0,1,0.0,239,0,0.0,553,4,4,100.0,0.0,-0.5650052570227949
95,JAVI MUÑOZ,UD LAS PALMAS,2,29,0.07,46,3,0.1,61,833,1011,82.39366963402571,6.206896551724138,0.9803082664583537
250,JOSÉ ÁNGEL GÓMEZ CAMPAÑA,UD LAS PALMAS,0,4,0.0,239,0,0.0,423,93,110,84.54545454545455,0.0,-0.5650052570227949
145,JUAN HERZOG,UD LAS PALMAS,1,3,0.33,239,0,0.0,406,116,134,86.56716417910447,30.0,-0.5650052570227949
145,JULIÁN ARAUJO,UD LAS PALMAS,1,22,0.05,239,0,0.0,189,507,605,83.80165289256199,4.090909090909091,-0.5650052570227949
27,KIRIAN RODRÍGUEZ,UD LAS PALMAS,6,29,0.21,74,2,0.07,1,2082,2327,89.47142243231629,18.620689655172413,0.516714209414009
